id,name,specialization,hospital,state,city,experience,rating,contact
224,Dr.Deepika Saxena,Hematology,Lotus Health Institute Hematology Center,Karnataka,Bengaluru,28,4.2,9901095114
225,Dr.Suresh Rastogi,Hematology,Care Plus Hospital Hematology Center,Karnataka,Bengaluru,6,4.6,9986434164
226,Dr.Ritu Mehta,Nephrology,Care Plus Hospital Nephrology Center,Karnataka,Bengaluru,24,3.8,9750937218
227,Dr.Bhavna Chauhan,Nephrology,Healing Touch Hospital Nephrology Center,Karnataka,Bengaluru,22,4.4,9276181344
228,Dr.Yash Pillai,Nephrology,Healing Touch Hospital Nephrology Center,Karnataka,Bengaluru,8,3.3,9366620931
229,Dr.Priya Sharma,Rheumatology,Sunrise Multispeciality Rheumatology Center,Karnataka,Bengaluru,11,3.3,9130331702
230,Dr.Sunil Menon,Rheumatology,Medicover Clinic Rheumatology Center,Karnataka,Bengaluru,22,3.6,9583675838
231,Dr.Swati Verma,Rheumatology,Sunrise Multispeciality Rheumatology Center,Karnataka,Bengaluru,10,4.0,9760785407
232,Dr.Isha Mohanty,Oncology,Shanti Wellness Hospital Oncology Center,Karnataka,Bengaluru,26,3.7,9857601868
233,Dr.Rahul Chauhan,Oncology,Prime Medicare Hospital Oncology Center,Karnataka,Bengaluru,16,4.9,9635062016
234,Dr.Rahul Choudhary,Oncology,Ayushman Super Specialty Oncology Center,Karnataka,Bengaluru,19,4.2,9141659374
235,Dr.Harsha Chatterjee,Dermatology,Sunrise Multispeciality Dermatology Center,Karnataka,Bengaluru,8,3.5,9464512569
236,Dr.Ritu Agarwal,Dermatology,Harmony Health Hub Dermatology Center,Karnataka,Bengaluru,25,3.3,9784905402
237,Dr.Suresh Roy,Dermatology,Om Shree Hospital Dermatology Center,Karnataka,Bengaluru,6,4.5,9730346045
238,Dr.Aditya Sinha,Gastroenterology,Apollo MedCenter Gastroenterology Center,Karnataka,Bengaluru,10,4.7,9780821186
239,Dr.Nikhil Nair,Gastroenterology,CityCare Hospital Gastroenterology Center,Karnataka,Bengaluru,30,4.0,9769764487
240,Dr.Pooja Mehta,Gastroenterology,Healing Touch Hospital Gastroenterology Center,Karnataka,Bengaluru,12,4.4,9402801318
241,Dr.Rahul Tiwari,Hepatology,Shanti Wellness Hospital Hepatology Center,Karnataka,Bengaluru,30,3.3,9471158863
242,Dr.Neha Sinha,Hepatology,Prime Medicare Hospital Hepatology Center,Karnataka,Bengaluru,12,3.7,9795300804
243,Dr.Lakshmi Kapoor,Hepatology,Apollo MedCenter Hepatology Center,Karnataka,Bengaluru,6,3.1,9934885665
244,Dr.Lakshmi Das,Vascular Surgery,Divine Heart Hospital Vascular Surgery Center,Karnataka,Bengaluru,5,3.3,9467140305
245,Dr.Anil Kapoor,Vascular Surgery,Healing Touch Hospital Vascular Surgery Center,Karnataka,Bengaluru,29,3.3,9066274834
246,Dr.Preeti Chatterjee,Vascular Surgery,Shanti Wellness Hospital Vascular Surgery Center,Karnataka,Bengaluru,24,3.1,9339137196
247,Dr.Sunil Tiwari,General Surgery,Om Shree Hospital General Surgery Center,Karnataka,Bengaluru,20,3.6,9436546790
248,Dr.Raj Das,General Surgery,Harmony Health Hub General Surgery Center,Karnataka,Bengaluru,10,4.2,9297931498
249,Dr.Pooja Choudhary,General Surgery,Harmony Health Hub General Surgery Center,Karnataka,Bengaluru,24,3.0,9055722657
250,Dr.Nidhi Sinha,Orthopedics,Sunrise Multispeciality Orthopedics Center,Karnataka,Bengaluru,29,4.9,9207560104
251,Dr.Kriti Desai,Orthopedics,Narayana Health Orthopedics Center,Karnataka,Bengaluru,25,3.3,9229130411
252,Dr.Anjali Mahajan,Orthopedics,Sanjeevani Hospital Orthopedics Center,Karnataka,Bengaluru,22,3.2,9082382376
253,Dr.Vikram Choudhary,Dentistry,Global Life Hospital Dentistry Center,Karnataka,Bengaluru,26,3.9,9586892685
254,Dr.Suresh Choudhary,Dentistry,Prime Medicare Hospital Dentistry Center,Karnataka,Bengaluru,30,4.7,9448890751
255,Dr.Suresh Shetty,Dentistry,Narayana Health Dentistry Center,Karnataka,Bengaluru,21,4.9,9331160534
256,Dr.Pooja Singh,Gynecology,Fortis Healthcare Gynecology Center,Karnataka,Bengaluru,30,3.5,9196527639
257,Dr.Amit Rastogi,Gynecology,Sanjeevani Hospital Gynecology Center,Karnataka,Bengaluru,25,3.8,9089828410
258,Dr.Priya Pandey,Gynecology,CureWell Multispecialty Gynecology Center,Karnataka,Bengaluru,17,4.1,9521148854
259,Dr.Aditya Gill,Ophthalmology,Shanti Wellness Hospital Ophthalmology Center,Karnataka,Bengaluru,20,4.9,9401928877
260,Dr.Tanvi Mishra,Ophthalmology,Prime Medicare Hospital Ophthalmology Center,Karnataka,Bengaluru,27,3.4,9355033980
261,Dr.Arjun Khan,Ophthalmology,Vidyasagar Hospital Ophthalmology Center,Karnataka,Bengaluru,6,3.4,9826227377
262,Dr.Deepika Naidu,Addiction Medicine,Medicover Clinic Addiction Medicine Center,Karnataka,Bengaluru,6,3.2,9681702500
263,Dr.Gaurav Jain,Addiction Medicine,Prime Medicare Hospital Addiction Medicine Center,Karnataka,Bengaluru,5,3.7,9756969088
264,Dr.Arjun Iyer,Addiction Medicine,Shanti Wellness Hospital Addiction Medicine Center,Karnataka,Bengaluru,11,4.2,9604816682
265,Dr.Preeti Nair,Cardiology,Apollo MedCenter Cardiology Center,Telangana,Hyderabad,13,4.4,9748358703
266,Dr.Ritu Joshi,Cardiology,Prime Medicare Hospital Cardiology Center,Telangana,Hyderabad,17,4.5,9621791852
267,Dr.Neha Rastogi,Cardiology,Global Life Hospital Cardiology Center,Telangana,Hyderabad,24,4.7,9481636668
268,Dr.Reshma Naidu,Infectious Disease,Fortis Healthcare Infectious Disease Center,Telangana,Hyderabad,7,4.8,9316505516
269,Dr.Vikram Chatterjee,Infectious Disease,Harmony Health Hub Infectious Disease Center,Telangana,Hyderabad,8,3.4,9970331509
270,Dr.Sneha Bhandari,Infectious Disease,CureWell Multispecialty Infectious Disease Center,Telangana,Hyderabad,26,4.9,9127874051
271,Dr.Bhavna Pandey,Endocrinology,Prime Medicare Hospital Endocrinology Center,Telangana,Hyderabad,14,4.9,9266175635
272,Dr.Tanvi Bhandari,Endocrinology,Sri Ram Medical Center Endocrinology Center,Telangana,Hyderabad,14,4.0,9500861116
273,Dr.Karan Bhattacharya,Endocrinology,Prime Medicare Hospital Endocrinology Center,Telangana,Hyderabad,22,4.2,9139634413
274,Dr.Sakshi Khan,Psychiatry,Om Shree Hospital Psychiatry Center,Telangana,Hyderabad,30,4.9,9322588899
275,Dr.Vikram Mahajan,Psychiatry,Global Life Hospital Psychiatry Center,Telangana,Hyderabad,21,3.4,9046502151
276,Dr.Bhavna Gupta,Psychiatry,Om Shree Hospital Psychiatry Center,Telangana,Hyderabad,8,3.7,9546387644
277,Dr.Yash Sharma,Pulmonology,Healing Touch Hospital Pulmonology Center,Telangana,Hyderabad,6,4.0,9078289706
278,Dr.Raj Desai,Pulmonology,Divine Heart Hospital Pulmonology Center,Telangana,Hyderabad,26,3.9,9391890717
279,Dr.Harsha Tiwari,Pulmonology,Narayana Health Pulmonology Center,Telangana,Hyderabad,23,4.9,9409786260
280,Dr.Anil Nair,Neurology,Global Life Hospital Neurology Center,Telangana,Hyderabad,20,4.8,9489449976
281,Dr.Nidhi Khan,Neurology,Ayushman Super Specialty Neurology Center,Telangana,Hyderabad,13,3.3,9496981700
282,Dr.Meera Dutta,Neurology,Sanjeevani Hospital Neurology Center,Telangana,Hyderabad,9,3.3,9539172351
283,Dr.Rohit Bhandari,General Medicine,CureWell Multispecialty General Medicine Center,Telangana,Hyderabad,14,3.9,9058522540
284,Dr.Sunil Kapoor,General Medicine,Global Life Hospital General Medicine Center,Telangana,Hyderabad,30,3.2,9420649986
285,Dr.Swati Dwivedi,General Medicine,Vidyasagar Hospital General Medicine Center,Telangana,Hyderabad,9,4.6,9609260322
286,Dr.Sanjay Shetty,Urology,Sunrise Multispeciality Urology Center,Telangana,Hyderabad,12,4.7,9690761233
287,Dr.Kavita Dutta,Urology,Prime Medicare Hospital Urology Center,Telangana,Hyderabad,16,4.2,9143497169
288,Dr.Bhavna Choudhary,Urology,Global Life Hospital Urology Center,Telangana,Hyderabad,28,4.9,9884480804
289,Dr.Vikram Malhotra,Hematology,Shanti Wellness Hospital Hematology Center,Telangana,Hyderabad,10,4.3,9508686997
290,Dr.Vikram Patel,Hematology,Shanti Wellness Hospital Hematology Center,Telangana,Hyderabad,8,3.7,9545548134
291,Dr.Sanjay Reddy,Hematology,Vidyasagar Hospital Hematology Center,Telangana,Hyderabad,23,3.7,9578282785
292,Dr.Priya Mishra,Nephrology,Fortis Healthcare Nephrology Center,Telangana,Hyderabad,13,4.2,9983171619
293,Dr.Sanjay Gupta,Nephrology,Shanti Wellness Hospital Nephrology Center,Telangana,Hyderabad,30,3.1,9427920213
294,Dr.Dev Tripathi,Nephrology,Ayushman Super Specialty Nephrology Center,Telangana,Hyderabad,22,4.3,9014183782
295,Dr.Rahul Choudhary,Rheumatology,Ayushman Super Specialty Rheumatology Center,Telangana,Hyderabad,26,3.7,9444897702
296,Dr.Sneha Naidu,Rheumatology,Fortis Healthcare Rheumatology Center,Telangana,Hyderabad,21,3.3,9948482650
297,Dr.Reshma Tripathi,Rheumatology,Healing Touch Hospital Rheumatology Center,Telangana,Hyderabad,30,4.6,9267476841
298,Dr.Arjun Khan,Oncology,Ayushman Super Specialty Oncology Center,Telangana,Hyderabad,21,4.6,9243787050
299,Dr.Kavita Das,Oncology,Harmony Health Hub Oncology Center,Telangana,Hyderabad,17,4.2,9428942653
300,Dr.Meera Tiwari,Oncology,Fortis Healthcare Oncology Center,Telangana,Hyderabad,20,3.1,9110407919
301,Dr.Swati Agarwal,Dermatology,Divine Heart Hospital Dermatology Center,Telangana,Hyderabad,23,3.2,9298463796
302,Dr.Sanjay Choudhary,Dermatology,Fortis Healthcare Dermatology Center,Telangana,Hyderabad,23,3.4,9100323889
303,Dr.Rahul Saxena,Dermatology,Medicover Clinic Dermatology Center,Telangana,Hyderabad,30,4.1,9663473633
304,Dr.Arjun Kapoor,Gastroenterology,Sri Ram Medical Center Gastroenterology Center,Telangana,Hyderabad,5,3.4,9433450173
305,Dr.Ritu Tripathi,Gastroenterology,Global Life Hospital Gastroenterology Center,Telangana,Hyderabad,6,3.7,9303062566
306,Dr.Karan Saxena,Gastroenterology,Shanti Wellness Hospital Gastroenterology Center,Telangana,Hyderabad,5,4.1,9524597995
307,Dr.Sunil Kapoor,Hepatology,Lotus Health Institute Hepatology Center,Telangana,Hyderabad,11,4.9,9226412800
308,Dr.Reshma Naidu,Hepatology,Narayana Health Hepatology Center,Telangana,Hyderabad,12,3.1,9131035392
309,Dr.Amit Kapoor,Hepatology,CityCare Hospital Hepatology Center,Telangana,Hyderabad,10,4.3,9815688265
310,Dr.Geeta Bhattacharya,Vascular Surgery,CureWell Multispecialty Vascular Surgery Center,Telangana,Hyderabad,16,3.6,9277981562
311,Dr.Sneha Joshi,Vascular Surgery,Narayana Health Vascular Surgery Center,Telangana,Hyderabad,12,4.6,9596134871
312,Dr.Priya Gill,Vascular Surgery,Prime Medicare Hospital Vascular Surgery Center,Telangana,Hyderabad,16,3.1,9495049010
313,Dr.Bhavna Patel,General Surgery,Healing Touch Hospital General Surgery Center,Telangana,Hyderabad,12,4.2,9470502928
314,Dr.Anil Agarwal,General Surgery,Shanti Wellness Hospital General Surgery Center,Telangana,Hyderabad,11,4.0,9117091665
315,Dr.Swati Sinha,General Surgery,CityCare Hospital General Surgery Center,Telangana,Hyderabad,16,4.8,9818986351
316,Dr.Aditya Pandey,Orthopedics,Sri Ram Medical Center Orthopedics Center,Telangana,Hyderabad,22,3.1,9086951235
317,Dr.Rahul Desai,Orthopedics,CureWell Multispecialty Orthopedics Center,Telangana,Hyderabad,5,3.7,9148693125
318,Dr.Lakshmi Khan,Orthopedics,Om Shree Hospital Orthopedics Center,Telangana,Hyderabad,11,4.3,9247774018
319,Dr.Rohit Gupta,Dentistry,Sunrise Multispeciality Dentistry Center,Telangana,Hyderabad,28,4.5,9381064118
320,Dr.Kavita Desai,Dentistry,Shanti Wellness Hospital Dentistry Center,Telangana,Hyderabad,25,4.0,9731218465
321,Dr.Kriti Dutta,Dentistry,Healing Touch Hospital Dentistry Center,Telangana,Hyderabad,12,4.9,9688466228
322,Dr.Yash Chauhan,Gynecology,Healing Touch Hospital Gynecology Center,Telangana,Hyderabad,10,3.9,9297370476
323,Dr.Deepika Iyer,Gynecology,Divine Heart Hospital Gynecology Center,Telangana,Hyderabad,19,3.3,9447802672
324,Dr.Neha Malhotra,Gynecology,Om Shree Hospital Gynecology Center,Telangana,Hyderabad,15,3.5,9051568133
325,Dr.Anjali Sinha,Ophthalmology,Sanjeevani Hospital Ophthalmology Center,Telangana,Hyderabad,20,4.9,9360922068
326,Dr.Rahul Sharma,Ophthalmology,Apollo MedCenter Ophthalmology Center,Telangana,Hyderabad,6,3.7,9357362953
327,Dr.Karan Sharma,Ophthalmology,Narayana Health Ophthalmology Center,Telangana,Hyderabad,17,3.9,9825184758
328,Dr.Isha Dutta,Addiction Medicine,Lotus Health Institute Addiction Medicine Center,Telangana,Hyderabad,5,4.3,9295549059
329,Dr.Nidhi Joshi,Addiction Medicine,Om Shree Hospital Addiction Medicine Center,Telangana,Hyderabad,25,4.8,9941549697
330,Dr.Reshma Menon,Addiction Medicine,Medicover Clinic Addiction Medicine Center,Telangana,Hyderabad,20,3.2,9066068510
331,Dr.Ritu Menon,Cardiology,Healing Touch Hospital Cardiology Center,Tamil Nadu,Chennai,29,4.3,9030605798
332,Dr.Ravi Choudhary,Cardiology,CityCare Hospital Cardiology Center,Tamil Nadu,Chennai,16,4.9,9836446288
333,Dr.Reshma Kapoor,Cardiology,Vidyasagar Hospital Cardiology Center,Tamil Nadu,Chennai,13,3.6,9565538692
334,Dr.Ritu Chatterjee,Infectious Disease,CureWell Multispecialty Infectious Disease Center,Tamil Nadu,Chennai,7,3.9,9910892991
335,Dr.Anjali Khan,Infectious Disease,Care Plus Hospital Infectious Disease Center,Tamil Nadu,Chennai,14,3.2,9814886500
336,Dr.Aditya Das,Infectious Disease,Divine Heart Hospital Infectious Disease Center,Tamil Nadu,Chennai,19,4.3,9753601241
337,Dr.Ritu Jain,Endocrinology,Global Life Hospital Endocrinology Center,Tamil Nadu,Chennai,5,4.9,9774660936
338,Dr.Arjun Kapoor,Endocrinology,CityCare Hospital Endocrinology Center,Tamil Nadu,Chennai,10,4.6,9269637269
339,Dr.Ritu Mehta,Endocrinology,Global Life Hospital Endocrinology Center,Tamil Nadu,Chennai,26,4.9,9320593151
340,Dr.Meera Nair,Psychiatry,Care Plus Hospital Psychiatry Center,Tamil Nadu,Chennai,13,4.4,9177874936
341,Dr.Reshma Chatterjee,Psychiatry,Prime Medicare Hospital Psychiatry Center,Tamil Nadu,Chennai,13,3.1,9616949132
342,Dr.Manoj Malhotra,Psychiatry,Fortis Healthcare Psychiatry Center,Tamil Nadu,Chennai,13,3.0,9815208020
343,Dr.Anil Chauhan,Pulmonology,Healing Touch Hospital Pulmonology Center,Tamil Nadu,Chennai,9,4.7,9500793165
344,Dr.Gaurav Roy,Pulmonology,Harmony Health Hub Pulmonology Center,Tamil Nadu,Chennai,20,3.7,9858749996
345,Dr.Anjali Dwivedi,Pulmonology,Lotus Health Institute Pulmonology Center,Tamil Nadu,Chennai,14,3.9,9170915284
346,Dr.Isha Sinha,Neurology,Fortis Healthcare Neurology Center,Tamil Nadu,Chennai,4,4.2,9088202786
347,Dr.Dev Tiwari,Neurology,Om Shree Hospital Neurology Center,Tamil Nadu,Chennai,26,4.8,9484546487
348,Dr.Sanjay Jain,Neurology,Healing Touch Hospital Neurology Center,Tamil Nadu,Chennai,8,4.3,9572863587
349,Dr.Nidhi Das,General Medicine,Divine Heart Hospital General Medicine Center,Tamil Nadu,Chennai,8,3.8,9782651300
350,Dr.Sakshi Kapoor,General Medicine,Sri Ram Medical Center General Medicine Center,Tamil Nadu,Chennai,24,4.4,9531116037
351,Dr.Ravi Reddy,General Medicine,Prime Medicare Hospital General Medicine Center,Tamil Nadu,Chennai,7,4.7,9736553368
352,Dr.Sneha Iyer,Urology,Vidyasagar Hospital Urology Center,Tamil Nadu,Chennai,6,4.0,9509923053
353,Dr.Raj Dutta,Urology,Sanjeevani Hospital Urology Center,Tamil Nadu,Chennai,28,4.1,9322188751
354,Dr.Harsha Tripathi,Urology,Care Plus Hospital Urology Center,Tamil Nadu,Chennai,17,5.0,9839624456
355,Dr.Sakshi Bhattacharya,Hematology,Prime Medicare Hospital Hematology Center,Tamil Nadu,Chennai,19,3.9,9477677613
356,Dr.Preeti Shetty,Hematology,Shanti Wellness Hospital Hematology Center,Tamil Nadu,Chennai,16,3.9,9534313422
357,Dr.Ravi Tiwari,Hematology,Fortis Healthcare Hematology Center,Tamil Nadu,Chennai,30,3.4,9377568683
358,Dr.Kavita Agarwal,Nephrology,Om Shree Hospital Nephrology Center,Tamil Nadu,Chennai,13,4.0,9561286961
359,Dr.Bhavna Mahajan,Nephrology,Divine Heart Hospital Nephrology Center,Tamil Nadu,Chennai,26,3.5,9541285795
360,Dr.Anjali Nair,Nephrology,Fortis Healthcare Nephrology Center,Tamil Nadu,Chennai,13,4.3,9950318921
361,Dr.Pooja Iyer,Rheumatology,Ayushman Super Specialty Rheumatology Center,Tamil Nadu,Chennai,11,3.5,9580375249
362,Dr.Meera Mishra,Rheumatology,CureWell Multispecialty Rheumatology Center,Tamil Nadu,Chennai,19,4.9,9699310350
363,Dr.Manoj Menon,Rheumatology,Divine Heart Hospital Rheumatology Center,Tamil Nadu,Chennai,20,3.5,9567432469
364,Dr.Raj Mehta,Oncology,CureWell Multispecialty Oncology Center,Tamil Nadu,Chennai,28,4.0,9584499119
365,Dr.Geeta Bhattacharya,Oncology,Vidyasagar Hospital Oncology Center,Tamil Nadu,Chennai,6,3.9,9783759074
366,Dr.Raj Khan,Oncology,Healing Touch Hospital Oncology Center,Tamil Nadu,Chennai,15,3.2,9408549674
367,Dr.Amit Mishra,Dermatology,Global Life Hospital Dermatology Center,Tamil Nadu,Chennai,20,3.3,9610500924
368,Dr.Harsha Rastogi,Dermatology,Harmony Health Hub Dermatology Center,Tamil Nadu,Chennai,22,3.0,9022232950
369,Dr.Anjali Pandey,Dermatology,Vidyasagar Hospital Dermatology Center,Tamil Nadu,Chennai,22,4.6,9551100814
370,Dr.Preeti Pandey,Gastroenterology,Ayushman Super Specialty Gastroenterology Center,Tamil Nadu,Chennai,19,3.2,9755358850
371,Dr.Yash Tripathi,Gastroenterology,Om Shree Hospital Gastroenterology Center,Tamil Nadu,Chennai,26,4.6,9855090307
372,Dr.Nidhi Roy,Gastroenterology,Care Plus Hospital Gastroenterology Center,Tamil Nadu,Chennai,24,3.4,9117434421
373,Dr.Suresh Malhotra,Hepatology,Care Plus Hospital Hepatology Center,Tamil Nadu,Chennai,29,4.9,9433251605
374,Dr.Aditya Mahajan,Hepatology,CureWell Multispecialty Hepatology Center,Tamil Nadu,Chennai,23,4.4,9346493676
375,Dr.Suresh Gupta,Hepatology,Prime Medicare Hospital Hepatology Center,Tamil Nadu,Chennai,13,4.7,9606981231
376,Dr.Sakshi Choudhary,Vascular Surgery,Sanjeevani Hospital Vascular Surgery Center,Tamil Nadu,Chennai,9,3.7,9755055588
377,Dr.Vikram Sharma,Vascular Surgery,Healing Touch Hospital Vascular Surgery Center,Tamil Nadu,Chennai,11,3.1,9233662439
378,Dr.Harsha Kulkarni,Vascular Surgery,Harmony Health Hub Vascular Surgery Center,Tamil Nadu,Chennai,8,4.2,9429804270
379,Dr.Isha Nair,General Surgery,Om Shree Hospital General Surgery Center,Tamil Nadu,Chennai,4,4.5,9445018737
380,Dr.Geeta Sharma,General Surgery,CureWell Multispecialty General Surgery Center,Tamil Nadu,Chennai,23,4.6,9091134110
381,Dr.Kavita Pillai,General Surgery,Sanjeevani Hospital General Surgery Center,Tamil Nadu,Chennai,6,3.0,9553644945
382,Dr.Dev Patel,Orthopedics,Shanti Wellness Hospital Orthopedics Center,Tamil Nadu,Chennai,29,3.4,9916905568
383,Dr.Anil Saxena,Orthopedics,Vidyasagar Hospital Orthopedics Center,Tamil Nadu,Chennai,12,4.0,9660006631
384,Dr.Ritu Dwivedi,Orthopedics,Harmony Health Hub Orthopedics Center,Tamil Nadu,Chennai,20,4.2,9169071502
385,Dr.Pooja Shetty,Dentistry,Om Shree Hospital Dentistry Center,Tamil Nadu,Chennai,18,4.2,9578864976
386,Dr.Amit Iyer,Dentistry,Om Shree Hospital Dentistry Center,Tamil Nadu,Chennai,18,4.7,9465622881
387,Dr.Kriti Verma,Dentistry,Prime Medicare Hospital Dentistry Center,Tamil Nadu,Chennai,13,4.4,9414480894
388,Dr.Preeti Das,Gynecology,Prime Medicare Hospital Gynecology Center,Tamil Nadu,Chennai,8,3.1,9726698045
389,Dr.Geeta Agarwal,Gynecology,Care Plus Hospital Gynecology Center,Tamil Nadu,Chennai,15,4.7,9625027501
390,Dr.Swati Iyer,Gynecology,Fortis Healthcare Gynecology Center,Tamil Nadu,Chennai,26,3.7,9846338264
391,Dr.Gaurav Joshi,Ophthalmology,Sri Ram Medical Center Ophthalmology Center,Tamil Nadu,Chennai,30,4.3,9184317706
392,Dr.Anjali Chatterjee,Ophthalmology,Om Shree Hospital Ophthalmology Center,Tamil Nadu,Chennai,19,4.9,9370608242
393,Dr.Meera Tripathi,Ophthalmology,Healing Touch Hospital Ophthalmology Center,Tamil Nadu,Chennai,29,3.5,9961187808
394,Dr.Vinay Choudhary,Addiction Medicine,Sunrise Multispeciality Addiction Medicine Center,Tamil Nadu,Chennai,9,3.5,9573602108
395,Dr.Vikram Saxena,Addiction Medicine,Om Shree Hospital Addiction Medicine Center,Tamil Nadu,Chennai,27,4.4,9332856822
396,Dr.Neha Malhotra,Addiction Medicine,Healing Touch Hospital Addiction Medicine Center,Tamil Nadu,Chennai,15,3.1,9171407100
397,Dr.Arjun Tripathi,Cardiology,Care Plus Hospital Cardiology Center,West Bengal,Kolkata,12,5.0,9604352750
398,Dr.Geeta Saxena,Cardiology,Om Shree Hospital Cardiology Center,West Bengal,Kolkata,30,3.6,9950384487
399,Dr.Anjali Reddy,Cardiology,CureWell Multispecialty Cardiology Center,West Bengal,Kolkata,19,4.2,9367324115
400,Dr.Swati Iyer,Infectious Disease,Vidyasagar Hospital Infectious Disease Center,West Bengal,Kolkata,7,3.1,9990925572
401,Dr.Karan Bhattacharya,Infectious Disease,CureWell Multispecialty Infectious Disease Center,West Bengal,Kolkata,8,3.1,9933886525
402,Dr.Rahul Sharma,Infectious Disease,Fortis Healthcare Infectious Disease Center,West Bengal,Kolkata,21,4.2,9877912667
403,Dr.Raj Mahajan,Endocrinology,Divine Heart Hospital Endocrinology Center,West Bengal,Kolkata,4,4.5,9302957255
404,Dr.Geeta Nair,Endocrinology,Shanti Wellness Hospital Endocrinology Center,West Bengal,Kolkata,5,3.2,9293704447
405,Dr.Vikram Jain,Endocrinology,Healing Touch Hospital Endocrinology Center,West Bengal,Kolkata,8,3.0,9136275169
406,Dr.Dev Khan,Psychiatry,Sunrise Multispeciality Psychiatry Center,West Bengal,Kolkata,7,3.5,9074062233
407,Dr.Geeta Chauhan,Psychiatry,CityCare Hospital Psychiatry Center,West Bengal,Kolkata,10,3.5,9288506529
408,Dr.Gaurav Naidu,Psychiatry,Healing Touch Hospital Psychiatry Center,West Bengal,Kolkata,27,3.1,9627441638
409,Dr.Isha Desai,Pulmonology,Vidyasagar Hospital Pulmonology Center,West Bengal,Kolkata,15,4.2,9994804614
410,Dr.Suresh Desai,Pulmonology,Sunrise Multispeciality Pulmonology Center,West Bengal,Kolkata,6,4.2,9045507736
411,Dr.Swati Menon,Pulmonology,Sanjeevani Hospital Pulmonology Center,West Bengal,Kolkata,15,4.9,9947775450
412,Dr.Rohit Sharma,Neurology,Apollo MedCenter Neurology Center,West Bengal,Kolkata,23,4.8,9637138369
413,Dr.Neha Khan,Neurology,Sanjeevani Hospital Neurology Center,West Bengal,Kolkata,24,4.7,9594246635
414,Dr.Vinay Mahajan,Neurology,Sanjeevani Hospital Neurology Center,West Bengal,Kolkata,13,4.0,9164089558
415,Dr.Anjali Gupta,General Medicine,Vidyasagar Hospital General Medicine Center,West Bengal,Kolkata,7,3.5,9712449342
416,Dr.Aditya Sinha,General Medicine,Divine Heart Hospital General Medicine Center,West Bengal,Kolkata,8,3.1,9601878322
417,Dr.Tanvi Gill,General Medicine,Care Plus Hospital General Medicine Center,West Bengal,Kolkata,28,3.5,9692086285
418,Dr.Suresh Shetty,Urology,Ayushman Super Specialty Urology Center,West Bengal,Kolkata,25,3.3,9481855601
419,Dr.Neha Das,Urology,Om Shree Hospital Urology Center,West Bengal,Kolkata,29,4.0,9670395136
420,Dr.Pooja Pandey,Urology,Sri Ram Medical Center Urology Center,West Bengal,Kolkata,17,4.5,9110530027
421,Dr.Rahul Pandey,Hematology,Ayushman Super Specialty Hematology Center,West Bengal,Kolkata,25,3.7,9544858638
422,Dr.Ritu Pandey,Hematology,Ayushman Super Specialty Hematology Center,West Bengal,Kolkata,23,4.3,9732386248
423,Dr.Gaurav Jain,Hematology,CureWell Multispecialty Hematology Center,West Bengal,Kolkata,22,3.4,9595664913
424,Dr.Ritu Sharma,Nephrology,Sanjeevani Hospital Nephrology Center,West Bengal,Kolkata,7,4.5,9319643097
425,Dr.Dev Tripathi,Nephrology,Lotus Health Institute Nephrology Center,West Bengal,Kolkata,13,3.1,9226908809
426,Dr.Suresh Gupta,Nephrology,Ayushman Super Specialty Nephrology Center,West Bengal,Kolkata,22,4.7,9573111896
427,Dr.Tanvi Tripathi,Rheumatology,CureWell Multispecialty Rheumatology Center,West Bengal,Kolkata,14,3.1,9665338058
428,Dr.Rahul Chatterjee,Rheumatology,Om Shree Hospital Rheumatology Center,West Bengal,Kolkata,10,4.4,9180010852
429,Dr.Sakshi Desai,Rheumatology,Healing Touch Hospital Rheumatology Center,West Bengal,Kolkata,19,3.9,9581562259
430,Dr.Neha Chauhan,Oncology,Global Life Hospital Oncology Center,West Bengal,Kolkata,7,4.6,9985739009
431,Dr.Nidhi Sharma,Oncology,Medicover Clinic Oncology Center,West Bengal,Kolkata,26,4.9,9568411654
432,Dr.Arjun Choudhary,Oncology,Care Plus Hospital Oncology Center,West Bengal,Kolkata,12,3.2,9639338343
433,Dr.Geeta Saxena,Dermatology,Global Life Hospital Dermatology Center,West Bengal,Kolkata,5,3.7,9750345647
434,Dr.Anil Agarwal,Dermatology,Ayushman Super Specialty Dermatology Center,West Bengal,Kolkata,15,3.8,9191940838
435,Dr.Gaurav Pillai,Dermatology,Prime Medicare Hospital Dermatology Center,West Bengal,Kolkata,23,3.0,9516052262
436,Dr.Bhavna Iyer,Gastroenterology,CureWell Multispecialty Gastroenterology Center,West Bengal,Kolkata,20,4.4,9292173421
437,Dr.Karan Rastogi,Gastroenterology,Prime Medicare Hospital Gastroenterology Center,West Bengal,Kolkata,18,4.2,9686852906
438,Dr.Rahul Chauhan,Gastroenterology,Divine Heart Hospital Gastroenterology Center,West Bengal,Kolkata,25,3.4,9160701776
439,Dr.Vinay Khan,Hepatology,Sanjeevani Hospital Hepatology Center,West Bengal,Kolkata,8,3.9,9922540510
440,Dr.Sunil Pandey,Hepatology,Lotus Health Institute Hepatology Center,West Bengal,Kolkata,11,4.9,9112376825
441,Dr.Swati Tiwari,Hepatology,Medicover Clinic Hepatology Center,West Bengal,Kolkata,21,3.7,9433035482
442,Dr.Sakshi Iyer,Vascular Surgery,Lotus Health Institute Vascular Surgery Center,West Bengal,Kolkata,24,4.7,9724151030
